법령용어,비고내용,등록일시
구내재산,,2023-12-14
한경국립대학교,,2023-12-14
대부료등,,2023-12-14
결정,,2023-12-14
그룹,,2024-02-07
모기업,,2024-02-07
최종모기업,,2024-02-07
중간모기업,,2024-02-07
부분소유중간모기업,,2024-02-07
구성기업,,2024-02-07
지배지분,,2024-02-07
회계상,,2024-02-07
신고구성기업,,2024-02-07
소수지분구성기업,,2024-02-07
저율과세구성기업,,2024-02-07
투자구성기업,,2024-02-07
순손익,,2024-02-07
주주구성기업,,2024-02-07
지적도근점측량부,,2023-09-19
각도관측,,2023-09-19
배각법,,2023-09-19
제품등,,2023-09-20
어촌마을공동기금,,2023-09-20
관리협약안,,2023-09-20
주석서,,2023-09-20
감사준거,,2023-09-20
감사결과처분서사본,,2023-09-20
감사청구제,,2023-09-20
감사지적사항,,2023-09-20
감사결과처분,,2023-09-20
감사증거,,2023-09-20
간결성,,2023-09-20
개수비용,,2023-09-20
감사결과처분서,,2023-09-20
청산감사의견서,,2023-09-20
청산총회,,2023-09-20
공공데이터제공담당관,,2023-09-21
행정소송수행자,,2023-09-04
접수통보,,2023-09-04
집행보전조치,,2023-09-04
집행보전절차,,2023-09-04
민사본안소송,,2023-09-04
소송진행상황,,2023-09-04
변론진행상황,,2023-09-04
상소의견서,,2023-09-04
국가소송사건,,2023-09-04
군수정보체계,,2023-09-05
징수유예사유,,2023-09-05
방진벽,,2023-09-05
덮개시설,,2023-09-05
심판사무,,2023-09-06
작업성능시험장,,2023-09-06
검정필증,,2023-09-06
전장,,2023-09-07
특수건축물,,2023-09-07
공항여객터미널,,2023-09-07
공익계좌,,2023-09-09
일반공금계좌,,2023-09-09
체신공금계좌,,2023-09-09
보관금계좌,,2023-09-09
거래약정서,,2023-09-09
활용동의서,,2023-09-09
납입청구서,,2023-09-09
배포관리대장,,2023-09-09
작성체계,,2023-09-09
기본임무,,2023-09-09
운영책임,,2023-09-09
주요임무,,2023-09-09
긴급구조대응체제,,2023-09-09
사전대비체제,,2023-09-09
운행표,,2023-09-10
재수출기간,,2023-09-10
내부적,,2023-09-13
운용체계,,2023-09-13
잔금지급일,,2023-09-14
전기사업개시신고서,,2023-09-14
건설중,,2023-09-14
변경확인서,,2023-09-14
반납사유,,2023-09-15
규격설명서,,2023-09-15
공장심사평가서,,2023-09-15
공장심사보고서,,2023-09-15
성능보험사업자,,2023-09-15
지정제품,,2023-09-15
암등록통계사업계획서,,2023-09-17
암데이터,,2023-09-17
재정집행실적,,2023-09-17
가계수표,,2023-09-18
개인계좌가입자,,2023-09-18
공익계좌가입자,,2023-09-18
보통계좌가입자,,2023-09-18
일반공금계좌가입자,,2023-09-18
체신공금계좌가입자,,2023-09-18
보관금계좌가입자,,2023-09-18
연기일수,,2023-09-18
시도선거관리위원회사무처,,2023-09-18
구시군선거관리위원회사무국,,2023-09-18
구시군선거관리위원회사무과,,2023-09-18
국립신암선열공원관리소,,2023-09-19
선매협의조서,,2023-09-19
사무범위,,2023-09-20
지정등,,2023-09-20
초기사업비,,2023-09-20
제품판로,,2023-09-20
회사명,,2023-09-20
급식인원,,2023-09-20
시설설치계획서,,2023-09-21
시설배치계획도,,2023-09-21
담배수입판매업등록신청서,,2023-09-21
담배도매업등록신청서,,2023-09-21
담배수입판매업등록증,,2023-09-21
통보기록,,2023-09-05
헌혈기록카드,,2023-09-05
특정수혈부작용발생신고기록,,2023-09-05
당해사실,,2023-09-05
시험성적순위,,2023-09-05
조작취급성,,2023-09-06
품질점수,,2023-09-06
품질평가표,,2023-09-06
기준율,,2023-09-06
이송통보서,,2023-09-07
일시분리,,2023-09-07
통보요청,,2023-09-07
점화성,,2023-09-07
탈주,,2023-09-07
위성항법장치,,2023-09-07
공동취재단,,2023-09-09
출동구역,,2023-09-09
환경정비구역,,2023-09-12
승자결정,,2023-09-14
쌍복승식,,2023-09-14
발매이익률,,2023-09-14
위탁운영계획서,,2023-09-14
경비지급계획서,,2023-09-14
판매보고,,2023-09-16
면세용도물품,,2023-09-16
개최공고문,,2023-09-16
면세용도,,2023-09-16
감정평가시점,,2023-09-18
실무과정,,2023-09-19
인증정보망,,2023-09-20
소비현황,,2023-09-20
식생활안전교육,,2023-09-20
소매인지정신청서,,2023-09-21
국가유공자증명서류,,2023-09-21
상가지역,,2023-09-21
시설전환계획서,,2023-09-21
승인장,,2023-09-21
편성책임자,,2023-09-21
편성계획서,,2023-09-21
소매인영업소위치변경승인신청서,,2023-09-21
위치변경승인,,2023-09-21
소매인지정서,,2023-09-21
소매인지정,,2023-09-21
도로형태,,2023-09-21
기술중립서비스,,2023-09-21
판매개시일,,2023-09-21
전투경찰대원,,2023-09-21
근로자용,,2023-09-21
시설변경계획서,,2023-09-21
합의문,,2023-09-21
인사혁신,,2023-09-21
재허가신청서,,2023-09-21
담배신제품,,2023-09-21
지역생활정보,,2023-09-21
지역보도프로그램,,2023-09-21
납부안내,,2023-09-21
담배성분측정기관지정신청서,,2023-09-21
측정수수료,,2023-09-21
연초경작지원,,2023-09-21
토양개량용,,2023-09-21
비료공정규격설정,,2023-09-21
주성분량,,2023-09-21
식물재배시험,,2023-09-21
위해성검사신청,,2023-09-21
산입범위,,2023-09-21
손실액산출내역,,2023-09-21
초지전용신고확인증,,2023-09-21
고지납부,,2023-09-21
내역확인서,,2023-09-21
신고납부의무자,,2023-09-21
결정통보서,,2023-09-21
초지조성관리카드,,2023-09-21
채취용,,2023-09-21
격리통지서,,2023-09-05
반자,,2023-09-06
오염물질방출,,2023-09-06
방지구조,,2023-09-06
난연성능,,2023-09-06
심재,,2023-09-06
방화유리창,,2023-09-06
공증번역본,,2023-09-07
건축사사무소개설신고서,,2023-09-07
전부증명서,,2023-09-07
악티노라이트석면,,2023-09-07
안소필라이트석면,,2023-09-07
입양서약서,,2023-09-09
해외이주허가,,2023-09-09
일반계좌,,2023-09-09
개인계좌,,2023-09-09
보통계좌,,2023-09-09
세무법인등록신청서,,2023-09-11
세무법인등록증,,2023-09-11
일시운행자동차,,2023-09-11
일시수입자동차운행표,,2023-09-11
복류수,,2023-09-12
부식방지조치,,2023-09-12
연장계약서,,2023-09-13
광업원부,,2023-09-13
연장인가신청서,,2023-09-13
조광권설정계약서,,2023-09-13
조광권설정인가통지서,,2023-09-13
조광권소멸신청서,,2023-09-13
토지소유자별,,2023-09-13
동력수상레저기구조종면허,,2023-09-14
혼합사용,,2023-09-16
성형단위당,,2023-09-16
경비구역배치,,2023-09-16
무기탄약출납부,,2023-09-16
교육훈련실시부,,2023-09-16
탄약대여대장,,2023-09-16
요령서,,2023-09-16
해설자료,,2023-09-16
통계작성기준,,2023-09-16
통계작성변경,,2023-09-16
통계작성중지,,2023-09-16
통일방송,,2023-09-17
인체조직감시원증,,2023-09-18
통상이용권설정,,2023-09-18
방문승인서,,2023-09-18
정보기반과장,,2023-09-19
우편정보과장,,2023-09-19
예금정보과장,,2023-09-19
보험정보과장,,2023-09-19
차세대금융정보과장,,2023-09-19
교육관리시스템,,2023-09-21
유해성분량,,2023-09-21
증명서발급기관,,2023-09-05
수리필증,,2023-09-05
지방문화재연구소,,2023-09-05
형식표지판,,2023-09-06
이앙기,,2023-09-06
구분표,,2023-09-06
공보기획관,,2023-09-08
경호기획관,,2023-09-08
국회민원지원센터장,,2023-09-08
법제실,,2023-09-08
의사국,,2023-09-08
국채자금,,2023-09-11
국고금총괄장,,2023-09-11
응모납입금,,2023-09-11
응모신청금,,2023-09-11
증권대용납부초과액,,2023-09-11
상환추첨조서,,2023-09-11
지급마감,,2023-09-11
원거주민,,2023-09-12
청수,,2023-09-15
배치기간,,2023-09-16
근무여부,,2023-09-16
배치장소,,2023-09-16
배치일시,,2023-09-16
배치폐지일시,,2023-09-16
근무상황기록부,,2023-09-16
사전제공통계,,2023-09-16
감사기법,,2023-09-18
식품안전관리과장,,2023-09-20
농축수산물안전과장,,2023-09-20
의약품안전관리과장,,2023-09-20
화장품판매자,,2023-09-20
의약품제조업,,2023-09-20
경력연수,,2023-09-05
원산지결정,,2023-09-05
소독업무대행자,,2023-09-05
페스트,,2023-09-05
황열,,2023-09-05
인체감염증,,2023-09-05
에볼라바이러스병,,2023-09-05
중증급성호흡기증후군,,2023-09-05
중동호흡기증후군,,2023-09-05
무연고이주자,,2023-09-05
약무직,,2023-09-05
의무직,,2023-09-05
간호직,,2023-09-05
의료기술직,,2023-09-05
보건직,,2023-09-05
부동산중개사무소등록대장,,2023-09-07
이송조치,,2023-09-09
응급처치반,,2023-09-09
분류반,,2023-09-09
영구차,,2023-09-09
이송현황,,2023-09-09
이송반장,,2023-09-09
구급일지,,2023-09-09
수용능력표,,2023-09-09
긴급환자,,2023-09-09
응급처치사항,,2023-09-09
보호필요구역,,2023-09-12
집진부,,2023-09-12
계속기록법,,2023-09-15
공영개발사업,,2023-09-15
감가상각누계액계정,,2023-09-15
재무기록,,2023-09-15
사용결정,,2023-09-16
면세신청,,2023-09-16
면세지정,,2023-09-16
면세지정증,,2023-09-16
고속국도구조대,,2023-09-17
조건부설립,,2023-09-17
학원설립운영조건부등록신청서,,2023-09-17
학원설립운영등록,,2023-09-17
정부보관금잔액증명,,2023-09-18
정보자료국장,,2023-09-18
법제국장,,2023-09-18
자활과정,,2023-09-19
대행심사,,2023-09-19
전자문서보관등업무준칙,,2023-09-20
전자문서보관등,,2023-09-20
구강보건사업계획,,2023-10-10
관측단위,,2023-10-10
교차형식,,2023-09-05
양측,,2023-09-05
가시구간,,2023-09-05
경간장,,2023-09-05
양보차로,,2023-09-05
앞지르기시거,,2023-09-05
상담치료기관,,2023-09-07
생활실태자료,,2023-09-07
확보현황,,2023-09-07
취재장소,,2023-09-09
취재구역,,2023-09-09
취재시간,,2023-09-09
촬영구역,,2023-09-09
취재안내자,,2023-09-09
현장여건,,2023-09-09
재난방송사업자,,2023-09-09
긴급구조대응계획심의위원회,,2023-09-09
작성책임,,2023-09-09
경비전화,,2023-09-12
우승상장,,2023-09-12
우등상장,,2023-09-12
급탕설비,,2023-09-12
배수용,,2023-09-12
배수트랩,,2023-09-12
강제배수시설,,2023-09-12
배수용량,,2023-09-12
자연배수,,2023-09-12
우수관,,2023-09-12
오수관,,2023-09-12
덧관,,2023-09-12
콘크리트구조체,,2023-09-12
단지면적,,2023-09-14
기본배치계획,,2023-09-14
영유아검진기관,,2023-09-14
유아교육비,,2023-09-14
금속부재,,2023-09-14
사건카드,,2023-09-15
신임교육이수증,,2023-09-15
정신교양,,2023-09-15
실무과목,,2023-09-15
국가통계승인,,2023-09-16
통계데이터베이스시스템,,2023-09-16
연계양식,,2023-09-16
대형재난,,2023-09-17
설치타당성,,2023-09-17
실시의뢰,,2023-09-19
부진기관,,2023-09-19
사법보좌관후보자,,2023-09-20
추천사유,,2023-09-20
법원의장,,2023-09-20
전기공사업무,,2023-09-21
지정단체,,2023-09-21
경력변경,,2023-09-21
경력카드,,2023-09-21
양성교육훈련기관,,2023-09-21
공사업자명,,2023-09-21
부정당업자제재처분,,2023-09-21
전기공사실적,,2023-09-21
전기공사실적표,,2023-09-21
우수철도서비스인증서,,2023-09-05
우수철도서비스인증신청,,2023-09-05
우수철도서비스인증기준,,2023-09-05
우수철도서비스인증심사단,,2023-09-05
조정,(調定) 조사하여 확실하고 견고하게 함,2023-09-06
법인대표자,,2023-09-06
행정사항,,2023-09-06
상장례,,2023-09-06
부분측정,,2023-09-07
예보과,,2023-09-10
관측과,,2023-09-10
기후서비스과,,2023-09-10
관측예보과,,2023-09-10
위성기획과,,2023-09-10
위성운영과,,2023-09-10
위성분석과,,2023-09-10
레이더지원팀,,2023-09-10
레이더운영과,,2023-09-10
레이더분석과,,2023-09-10
습식작업,,2023-09-10
납입확인서,,2023-09-11
급여대상,,2023-09-11
본인부담금액,,2023-09-11
공단부담금액,,2023-09-11
본인부담금수납대장,,2023-09-11
질병군,,2023-09-11
직권결정,,2023-09-11
채굴계획서,,2023-09-12
채굴방법,,2023-09-12
생산판매계획,,2023-09-12
광산보안시설계획,,2023-09-12
측량실측도,,2023-09-12
채굴계획인가서,,2023-09-12
채굴재개신고,,2023-09-12
채굴중단인가서,,2023-09-12
매수신청대리권,,2023-09-13
매수신청대리인,,2023-09-13
매수신청대리,,2023-09-13
부동산경매,,2023-09-13
지역사회기술,,2023-09-14
징계기록부,,2023-09-14
징계사항,,2023-09-14
봉인봉투,,2023-09-15
열람허가신청,,2023-09-15
향상훈련과정,,2023-09-17
넥타이핀,,2023-10-17
넥타이,,2023-10-17
단추,,2023-10-17
공석판단,,2023-10-17
가축방역행정과정,,2023-10-17
운송사업면허,,2023-10-17
도로정비허가신청서,,2023-10-18
준공검사신청,,2023-10-18
도로정비계획서,,2023-10-18
도로정비계획노선내역서,,2023-10-18
노선선정,,2023-10-18
기초자료조사,,2023-10-18
노선내역서,,2023-10-18
노선지정공고,,2023-10-18
지정변경공고,,2023-10-18
지정공고,,2023-10-18
타공작물관리자,,2023-10-18
공사시행명령서,,2023-10-18
유지관리명령서,,2023-10-18
면세반출승인신청,,2023-10-18
제한차량,,2023-10-18
도로운행,,2023-10-18
도로점용허가신청서,,2023-10-18
완료검사,,2023-10-18
점용목적,,2023-10-18
국가철도망구축계획의,,2023-10-18
시행자지정신청,,2023-10-18
실시계획승인신청,,2023-10-18
수료예정자,,2023-10-18
시공품질검사내역서,,2023-10-18
탈선방지시설,,2023-10-18
피난로,,2023-10-18
철도건널목,,2023-10-18
전철전력설비,,2023-10-18
자격인정대장,,2023-10-18
노선간,,2023-10-18
물품증명,,2023-10-18
유류면세용도,,2023-10-18
철도역사평가단,,2023-10-18
폐기승인신청,,2023-10-18
철도사업면허신청서,,2023-09-05
법인설립계획서,,2023-09-05
연수성과,,2023-10-14
철도차량정비시설,,2023-09-05
철도사업면허증,,2023-09-05
시작기간,,2023-09-05
관계증거서류,,2023-09-05
성능검사대행업무,,2023-10-15
사업계획변경신고서,,2023-09-05
사업계획변경인가신청서,,2023-09-05
예비조사단,,2023-09-08
본조사단,,2023-09-08
본조사표,,2023-09-08
소송지원단,,2023-09-08
수계관리위원회,,2023-09-12
전위,,2023-09-14
금속배관,,2023-09-14
급탕,,2023-09-14
접지계통,,2023-09-14
통합접지공사,,2023-09-14
서지보호장치,,2023-09-14
취소의사,,2023-09-17
취소조서,,2023-09-17
취소장,,2023-09-17
갱신공표,,2023-09-17
안전관리우수업무,,2023-09-17
사용정지일,,2023-09-17
공표신청,,2023-09-17
공표신청서,,2023-09-17
예정공고,,2023-09-17
국가배상,,2023-09-17
민간협력담당관,,2023-09-19
부패영향분석과장,,2023-09-19
잔류물질과장,,2023-09-19
노출실태조사,,2023-09-19
오염물질과장,,2023-09-19
교육대행기관,,2023-10-15
미생물과장,,2023-09-19
방재전문기관,,2023-10-15
첨가물포장과장,,2023-09-19
영양기능연구과장,,2023-09-19
식이섭취량,,2023-09-19
신종유해물질과장,,2023-09-19
식품감시체계,,2023-09-19
식품감시기법,,2023-09-19
신소재식품과장,,2023-09-19
식품원료,,2023-09-19
실례,,2023-10-17
의약품규격과장,,2023-09-19
순환신경계약품과장,,2023-09-19
순환계용,,2023-09-19
중추신경계용,,2023-09-19
종양항생약품과장,,2023-09-19
구충제,,2023-09-19
첨단의약품품질심사과장,,2023-09-19
신물질,,2023-09-19
표준율,,2023-10-17
약효동등성과장,,2023-09-19
강원지방통계지청장,,2023-09-19
지역통계과장,,2023-09-19
영업손익,,2023-12-11
과세매출비율,,2023-12-11
과세제외매출액,,2023-12-11
주주명부폐쇄일,,2023-12-11
분납세액,,2023-12-11
연부연납기간,,2023-12-11
보유현황명세서,,2023-12-11
양도거래신고서,,2023-12-11
고층기상,,2024-03-11
동아시아,,2024-03-11
지상국,,2024-03-11
정시,,2024-03-11
위험수준,,2024-03-11
예비특보,,2024-03-11
초단기정보,,2024-03-11
단기정보,,2024-03-11
중심기압,,2024-03-11
농산업수출진흥과,,2024-03-12
추진단장,,2024-03-12
차세대,,2024-03-12
수익사업별,,2024-03-13
사회재활사업,,2024-03-13
사회재활,,2024-03-13
경제사회조사과장,,2023-09-19
농어업조사과장,,2023-09-19
통계청공무원,,2023-09-19
빅데이터통계과장,,2023-09-19
조사시스템관리과장,,2023-09-19
피평가자,,2023-09-20
상호평가,,2023-09-20
전파정책기획과장,,2023-09-21
전파방송관리과장,,2023-09-21
주파수정책과장,,2023-09-21
전파기반과장,,2023-09-21
지능형로봇심사과장,,2023-09-22
징발보상금청구서,,2023-10-17
특례급여,,2023-10-17
탈영기간,,2023-10-17
제대기간,,2023-10-17
연금기록,,2023-10-17
포로기간,,2023-10-17
인사발령장,,2023-10-17
학력고사과목,,2023-10-18
